comment;id;rating;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки;Вопрос не решен
специалист вышел на связь по заявке достаточно быстро. консультация уже не требовалась. муж справился с задачей самостоятельно .;4235894;5;0;0;1;1;0;0
добросовестный мастер виктор;4235790;5;0;0;1;0;0;0
к сожалению протечка все равно есть небольшая, нужно менять гайку;4235478;5;0;0;0;0;0;1
"батарея опять остыла ((
что-то идёт не так 
почему  заявка закрыты?";4235471;5;0;0;0;0;0;1
всё отлично, сделали в тот де день. спасибо;4235354;5;0;1;0;1;0;0
не понимаю как можно отрапортовать что работа выполнена , когда как скрипела дверь и хлопала так и все осталось без изменений.;4235110;5;0;0;0;0;0;1
благадарю вас за оказанную услугу.;4234433;5;1;0;0;0;1;0
спасибо , антону, за грамотность в своей работе!;4234406;5;0;0;1;0;0;0
вопрос не решен!;4234317;5;0;0;0;0;0;1
"спасибо дмитрию. пришел оперативно. 
все сделал.";4234085;5;1;0;1;0;0;0
спасибо за оперативное решение заявки!;4233842;5;1;0;0;1;0;0
здравствуйте мне нужны подтверждения оплаты а не квитанции. пришлите пожалуйста;4233795;5;0;0;0;0;0;1
вопрос за декабрь сумма более 12 т.р из-за чего такая большая разница?;4233537;5;0;0;0;0;0;1
быстро со слов сантехника все сделали;4233528;5;1;0;0;1;0;0
мастер пришел быстро. пломбу тоже поставил быстро. спасибо;4233496;5;1;0;1;1;0;0
"по самой консультации вопросов нет. а вот то, что при обновлении приложения ""слетают"" настройки - нехорошо";4233386;5;1;0;0;0;0;0
а как мне получить схемы от застройщика? я боюсь повредить проводку розеток и выключателей при монтаже;4233334;5;0;0;0;0;0;1
оперативно пришли, выполнили осмотр, составили акт! на все интересующие вопросы ответили. благодарю!;4233035;5;1;0;0;1;1;0
все хорошо и быстро.;4233009;5;0;0;0;1;1;0
мастер молодец . быстро и все качественно сделал;4232957;5;1;1;1;1;0;0
оперативно восстановили элетроэнергию.;4232822;5;1;0;0;1;0;0
довольно быстро ликвидировали отсутствие электричества.;4232820;5;1;0;0;1;0;0
вежливый специалист;4232446;5;0;0;1;0;0;0
кирилл, спасибо! позвонили, разъяснили, что нет таких ограничении у нас.;4232359;5;1;0;1;0;0;0
ответ на вопрос предоставлен.;4232163;5;1;0;0;0;0;0
сантехник валерий объяснил все по телефону. пока проблем нет.;4232155;5;1;0;0;0;0;0
быстро и оперативно. спасибо!;4232114;5;0;0;0;1;0;0
спасибо данному сотруднику!!!!!;4232099;5;0;0;1;0;0;0
звонки не поступают при звонке;4231772;5;0;0;0;0;0;1
спасибо за быстроту;4231359;5;0;0;0;1;0;0
специалист оперативно устранил поломку! очень доволен и благодарим за оперативность). специалисту выписать премию);4231245;5;1;0;1;1;1;0
быстро отреагировали, достаточно быстро устранили течь. вечером сантехник ещё раз пришёл удостовериться, что все в порядке. спасибо;4231128;5;1;0;0;1;1;0
да, спасибо! дверь починили.;4231026;5;1;0;0;0;1;0
спасибо. счетчик заработал;4230799;5;1;0;0;0;1;0
отличная работа! быстро, качественно, аккуратно. спасибо большое);4230769;5;1;1;0;1;0;0
счёт на 500 р все ещё в личном кабинете;4230424;5;0;0;0;0;0;1
спасибо за оперативность! все настроено;4230360;5;1;0;0;1;0;0
вчера мне сказали несколько диспетчеров что заявки не было о протечке с моего жк;4230075;5;0;0;0;0;0;1
всё оперативно исправили. молодцы.;4229868;5;1;0;0;1;0;0
прильи быстро, спасибо;4229707;5;0;0;0;1;0;0
спасибо большое ! оперативно помогли решить вопрос .;4229497;5;1;0;0;1;0;0
оперативно решили вопрос.;4229412;5;1;0;0;1;0;0
ок. спасибо;4229330;5;1;0;0;0;0;0
хороший мужчина консультировал;4229242;5;0;0;1;0;0;0
очень удобно;4229169;5;0;0;0;0;1;0
спасибо большое 😊. с уважением евгений!);4229078;5;0;0;0;0;1;0
сантехники приехали оперативно и устранили протечку в смесителе.  спасибо!;4228897;5;1;0;1;1;0;0
спасибо вам;4228815;5;0;0;0;0;1;0
специалист отличный, вежливый и быстро сделал, я очень довольна.;4228768;5;1;0;1;1;1;0
все работает как надо! спасибо!;4228524;5;1;0;0;0;0;0
быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое;4228491;5;1;0;0;1;0;0
